  IBGE / SINAN — Municípios Notificadores  |  Brasil (Dados Fictícios);;;;;;;;;;;;;
COD_IBGE;MUNICIPIO;UF;ESTADO;REGIAO;POPULACAO;AREA_KM2;DENSIDADE_HAB_KM2;TOTAL_CASOS;CASOS_GRAVES;OBITOS;INCIDENCIA_100K;TX_LETALIDADE_PCT;ANO_REF
6371047;Belo Horizonte;MG;Minas Gerais;SE;5.190.338;7.560,6;686,5;16.182;427;14;311,8;0,09%;2022
4618930;Manacapuru;AM;Amazonas;N;8.313.150;4.407,9;1.886,0;15.417;1.061;17;185,5;0,11%;2012
4776077;Joinville;SC;Santa Catarina;S;11.758.886;11.049,1;1.064,2;46.929;2.881;87;399,1;0,19%;2024
1361814;Feira de Santana;BA;Bahia;NE;9.200.956;5.914,7;1.555,6;177.707;6.824;117;1.931,4;0,07%;2013
2204993;Maracanaú;CE;Ceará;NE;8.863.760;10.915,0;812,1;51.142;2.662;64;577,0;0,13%;2009
6426063;Niterói;RJ;Rio de Janeiro;SE;9.745.222;12.994,5;749,9;186.014;5.253;146;1.908,8;0,08%;2001
8413578;Parintins;AM;Amazonas;N;11.684.196;7.262,5;1.608,8;54.988;1.269;39;470,6;0,07%;2004
7077140;Goiânia;GO;Goiás;CO;9.666.342;1.574,1;6.140,9;98.711;6.615;131;1.021,2;0,13%;2004
1945085;Joinville;SC;Santa Catarina;S;1.619.413;5.366,0;301,8;5.886;392;3;363,5;0,05%;2015
8278315;Santarém;PA;Pará;N;2.500.562;9.423,2;265,4;16.056;193;2;642,1;0,01%;2012
3893851;Caxias;MA;Maranhão;NE;10.960.115;11.190,7;979,4;181.349;12.598;358;1.654,6;0,20%;2024
7410589;Duque de Caxias;RJ;Rio de Janeiro;SE;4.625.358;9.503,4;486,7;48.145;514;4;1.040,9;0,01%;2014
9552160;Duque de Caxias;RJ;Rio de Janeiro;SE;3.781.783;394,3;9.591,1;75.055;2.909;85;1.984,6;0,11%;2018
4038296;Petrópolis;RJ;Rio de Janeiro;SE;6.449.777;7.288,7;884,9;92.109;3.317;82;1.428,1;0,09%;2020
2065324;Nova Iguaçu;RJ;Rio de Janeiro;SE;11.983.042;13.637,8;878,7;48.467;1.663;49;404,5;0,10%;2017
9999580;Sobral;CE;Ceará;NE;8.901.395;7.354,0;1.210,4;153.281;6.489;218;1.722,0;0,14%;2016
4480664;Cuiabá;MT;Mato Grosso;CO;11.057.178;13.469,2;820,9;157.051;8.121;42;1.420,4;0,03%;2005
3064357;Caxias;MA;Maranhão;NE;664.713;1.975,8;336,4;10.692;210;5;1.608,5;0,05%;2006
2419525;Florianópolis;SC;Santa Catarina;S;2.100.406;7.616,9;275,8;35.679;724;28;1.698,7;0,08%;2011
5166404;Cuiabá;MT;Mato Grosso;CO;5.051.230;740,2;6.824,1;38.456;1.905;39;761,3;0,10%;2016
6250195;Manacapuru;AM;Amazonas;N;8.776.884;13.666,2;642,2;158.904;6.720;82;1.810,5;0,05%;2011
4977883;Rio de Janeiro;RJ;Rio de Janeiro;SE;624.293;2.861,7;218,2;3.526;237;6;564,8;0,17%;2009
7024113;Cachoeiro;ES;Espírito Santo;SE;4.661.927;1.971,0;2.365,3;55.314;799;11;1.186,5;0,02%;2019
7711882;Caucaia;CE;Ceará;NE;7.659.547;1.294,6;5.916,5;111.501;7.404;74;1.455,7;0,07%;2008
5519776;Vitória;ES;Espírito Santo;SE;10.629.988;10.467,2;1.015,6;187.287;6.054;169;1.761,9;0,09%;2006
3752186;Chapecó;SC;Santa Catarina;S;7.049.170;12.332,4;571,6;113.672;3.721;144;1.612,6;0,13%;2010
5531949;Vitória;ES;Espírito Santo;SE;2.098.797;7.995,5;262,5;35.937;1.236;20;1.712,3;0,06%;2021
6595492;Nova Iguaçu;RJ;Rio de Janeiro;SE;4.592.424;2.237,6;2.052,4;35.867;379;6;781,0;0,02%;2007
2761653;Cariacica;ES;Espírito Santo;SE;2.080.044;2.677,2;776,9;20.090;910;30;965,8;0,15%;2023
6853574;Petrópolis;RJ;Rio de Janeiro;SE;11.759.693;8.603,8;1.366,8;144.583;3.797;32;1.229,5;0,02%;2009
6335094;Campinas;SP;São Paulo;SE;6.543.788;2.751,1;2.378,6;88.842;6.048;142;1.357,7;0,16%;2023
9000414;Manacapuru;AM;Amazonas;N;9.945.314;1.957,2;5.081,4;180.003;7.346;76;1.809,9;0,04%;2000
7355220;Uberlândia;MG;Minas Gerais;SE;9.530.089;11.044,6;862,9;190.164;9.194;165;1.995,4;0,09%;2001
8016965;Londrina;PR;Paraná;S;11.865.914;6.893,9;1.721,2;92.799;5.373;121;782,1;0,13%;2014
9734129;Camaçari;BA;Bahia;NE;3.846.024;4.612,6;833,8;40.063;1.377;21;1.041,7;0,05%;2002
2286698;Rio de Janeiro;RJ;Rio de Janeiro;SE;4.035.148;14.175,8;284,7;75.407;1.013;31;1.868,8;0,04%;2005
1179426;Marabá;PA;Pará;N;7.121.264;10.171,6;700,1;35.763;1.386;31;502,2;0,09%;2023
3091977;Tangará da Serra;MT;Mato Grosso;CO;6.810.682;257,8;26.418,5;1.911;100;2;28,1;0,10%;2006
5097436;Anápolis;GO;Goiás;CO;11.100.660;14.265,5;778,1;179.326;8.347;219;1.615,5;0,12%;2016
4776024;Montes Claros;MG;Minas Gerais;SE;2.940.895;1.173,1;2.506,9;33.664;1.050;7;1.144,7;0,02%;2004
3860246;Timon;MA;Maranhão;NE;6.270.661;14.547,4;431,1;119.805;6.079;207;1.910,6;0,17%;2010
5866478;Florianópolis;SC;Santa Catarina;S;5.027.373;7.272,7;691,3;27.926;283;7;555,5;0,03%;2008
6114027;Caucaia;CE;Ceará;NE;10.795.307;7.757,2;1.391,6;121.387;7.714;267;1.124,4;0,22%;2001
1098836;Guarulhos;SP;São Paulo;SE;10.334.883;6.932,3;1.490,8;92.770;1.524;26;897,6;0,03%;2009
7745583;Aparecida de Goiânia;GO;Goiás;CO;5.956.065;182,5;32.636,0;64.493;1.409;33;1.082,8;0,05%;2013
7890722;Caxias do Sul;RS;Rio Grande do Sul;S;2.085.734;13.701,0;152,2;10.199;572;7;489,0;0,07%;2000
7279870;Timon;MA;Maranhão;NE;5.029.168;5.499,2;914,5;70.310;4.126;36;1.398,0;0,05%;2005
3715129;Timon;MA;Maranhão;NE;2.354.703;5.338,4;441,1;380;11;0;16,1;0,00%;2013
4180407;Vitória;ES;Espírito Santo;SE;4.787.824;651,8;7.345,5;55.188;3.015;110;1.152,7;0,20%;2012
9041235;Uberlândia;MG;Minas Gerais;SE;11.168.923;14.744,8;757,5;110.387;4.343;97;988,3;0,09%;2003
6450711;Várzea Grande;MT;Mato Grosso;CO;6.716.806;7.552,8;889,3;101.934;1.823;70;1.517,6;0,07%;2023
3116002;Curitiba;PR;Paraná;S;2.617.561;5.194,6;503,9;50.291;2.568;17;1.921,3;0,03%;2000
8208583;Blumenau;SC;Santa Catarina;S;10.025.454;11.074,6;905,3;125.879;3.445;75;1.255,6;0,06%;2013
5156509;Ponta Grossa;PR;Paraná;S;10.369.829;2.329,8;4.451,0;48.984;1.223;38;472,4;0,08%;2016
5149917;Blumenau;SC;Santa Catarina;S;11.187.169;12.318,1;908,2;124.228;6.508;217;1.110,5;0,17%;2006
4039834;Luziânia;GO;Goiás;CO;3.173.340;14.888,6;213,1;41.216;1.981;25;1.298,8;0,06%;2018
1643681;Juiz de Fora;MG;Minas Gerais;SE;4.602.635;14.856,5;309,8;55.876;617;7;1.214,0;0,01%;2004
7381258;Florianópolis;SC;Santa Catarina;S;6.841.312;7.898,3;866,2;60.667;1.413;28;886,8;0,05%;2022
8165093;Ribeirão Preto;SP;São Paulo;SE;10.810.399;822,2;13.148,1;70.581;2.245;85;652,9;0,12%;2003
5143446;Rio Verde;GO;Goiás;CO;5.374.039;13.431,8;400,1;5.359;53;1;99,7;0,02%;2005
5786824;Caruaru;PE;Pernambuco;NE;7.927.821;4.238,4;1.870,5;26.414;947;13;333,2;0,05%;2019
6608323;Caxias;MA;Maranhão;NE;5.114.258;1.717,4;2.977,9;1.790;91;2;35,0;0,11%;2021
7049339;Contagem;MG;Minas Gerais;SE;6.071.033;11.156,8;544,2;69.319;3.208;42;1.141,8;0,06%;2018
7443279;Feira de Santana;BA;Bahia;NE;1.471.496;13.313,5;110,5;20.629;1.125;10;1.401,9;0,05%;2004
4236786;Parintins;AM;Amazonas;N;11.830.233;6.714,3;1.761,9;19.629;1.305;34;165,9;0,17%;2003
4388982;Camaçari;BA;Bahia;NE;8.959.610;10.825,5;827,6;33.510;720;17;374,0;0,05%;2001
6827390;Itabuna;BA;Bahia;NE;6.148.662;6.754,8;910,3;15.391;995;7;250,3;0,05%;2022
9453526;Sobral;CE;Ceará;NE;374.999;2.545,7;147,3;5.707;388;5;1.521,9;0,09%;2008
4190874;Manaus;AM;Amazonas;N;6.676.839;7.450,6;896,1;19.657;391;12;294,4;0,06%;2017
7547256;Sobral;CE;Ceará;NE;6.733.129;9.127,9;737,6;48.251;492;12;716,6;0,02%;2006
9603283;Manaus;AM;Amazonas;N;7.649.031;7.582,1;1.008,8;137.644;3.514;122;1.799,5;0,09%;2023
2998223;Vitória da Conquista;BA;Bahia;NE;2.878.734;3.397,7;847,3;15.611;429;11;542,3;0,07%;2017
3230889;Pelotas;RS;Rio Grande do Sul;S;4.545.143;13.107,1;346,8;84.202;5.793;229;1.852,6;0,27%;2001
2949258;Cachoeiro;ES;Espírito Santo;SE;31.487;9.747,3;3,2;619;42;0;1.965,9;0,00%;2020
5429825;Luziânia;GO;Goiás;CO;2.249.630;6.154,7;365,5;19.326;569;3;859,1;0,02%;2019
6964017;Florianópolis;SC;Santa Catarina;S;3.686.901;10.970,6;336,1;23.165;587;3;628,3;0,01%;2008
2785812;Tangará da Serra;MT;Mato Grosso;CO;11.552.660;5.760,6;2.005,5;67.461;4.196;114;583,9;0,17%;2020
8418631;Ananindeua;PA;Pará;N;3.709.708;4.897,7;757,4;51.834;1.002;13;1.397,3;0,03%;2006
7184753;Rio Verde;GO;Goiás;CO;2.496.634;13.537,4;184,4;32.503;679;7;1.301,9;0,02%;2002
4168543;Joinville;SC;Santa Catarina;S;9.565.275;7.383,2;1.295,5;47.292;2.310;13;494,4;0,03%;2023
7613533;Uberlândia;MG;Minas Gerais;SE;11.540.101;9.136,9;1.263,0;37.623;538;7;326,0;0,02%;2002
2681644;Canoas;RS;Rio Grande do Sul;S;8.845.877;2.102,5;4.207,3;3.090;142;2;34,9;0,06%;2024
1227365;São Paulo;SP;São Paulo;SE;10.820.615;14.023,4;771,6;65.101;3.659;52;601,6;0,08%;2004
1226440;Tangará da Serra;MT;Mato Grosso;CO;165.641;14.366,4;11,5;2.221;120;2;1.340,9;0,09%;2003
4394393;Goiânia;GO;Goiás;CO;2.343.893;7.232,4;324,1;29.119;1.715;27;1.242,3;0,09%;2018
5090433;Imperatriz;MA;Maranhão;NE;945.435;8.175,7;115,6;17.813;309;10;1.884,1;0,06%;2008
5978445;Petrópolis;RJ;Rio de Janeiro;SE;1.728.773;7.697,6;224,6;9.295;93;1;537,7;0,01%;2013
7465654;Cariacica;ES;Espírito Santo;SE;2.480.567;5.332,0;465,2;14.803;966;27;596,8;0,18%;2009
9251380;Cuiabá;MT;Mato Grosso;CO;2.852.728;14.862,0;191,9;6.667;449;6;233,7;0,09%;2007
6598972;Petrópolis;RJ;Rio de Janeiro;SE;1.993.599;5.439,4;366,5;2.840;131;1;142,5;0,04%;2002
4042807;Santarém;PA;Pará;N;11.406.999;6.407,4;1.780,3;180.135;5.060;170;1.579,2;0,09%;2021
5548190;Recife;PE;Pernambuco;NE;8.384.038;9.942,9;843,2;20.019;1.147;40;238,8;0,20%;2008
6373004;Uberlândia;MG;Minas Gerais;SE;2.487.340;5.889,5;422,3;31.354;1.846;16;1.260,5;0,05%;2023
3427123;Juazeiro do Norte;CE;Ceará;NE;1.525.449;4.879,6;312,6;5.959;334;5;390,6;0,08%;2004
9074681;Timon;MA;Maranhão;NE;11.641.671;14.594,1;797,7;208.011;10.025;98;1.786,8;0,05%;2019
7428781;Várzea Grande;MT;Mato Grosso;CO;7.031.943;8.262,6;851,1;139.924;5.534;131;1.989,8;0,09%;2017
2402872;Cariacica;ES;Espírito Santo;SE;9.754.957;10.738,1;908,4;151.486;8.573;286;1.552,9;0,19%;2016
4945884;Vitória;ES;Espírito Santo;SE;6.076.477;92,8;65.479,3;47.500;2.066;79;781,7;0,17%;2000
1999542;Porto Alegre;RS;Rio Grande do Sul;S;5.869.079;5.444,8;1.077,9;107.349;1.971;41;1.829,1;0,04%;2024
8064499;Chapecó;SC;Santa Catarina;S;4.076.431;3.200,5;1.273,7;7.322;401;3;179,6;0,04%;2007
7332741;Aparecida de Goiânia;GO;Goiás;CO;450.027;10.457,0;43,0;6.089;80;0;1.353,0;0,00%;2013
8999822;Manaus;AM;Amazonas;N;9.972.418;13.063,6;763,4;38.505;1.228;9;386,1;0,02%;2000
7987624;Rio de Janeiro;RJ;Rio de Janeiro;SE;2.519.838;11.493,0;219,2;48.729;896;21;1.933,8;0,04%;2015
7904201;Camaçari;BA;Bahia;NE;5.667.575;6.687,4;847,5;91.127;983;8;1.607,9;0,01%;2020
1538869;Bauru;SP;São Paulo;SE;10.144.350;11.279,4;899,4;42.034;447;15;414,4;0,04%;2016
5329433;Sinop;MT;Mato Grosso;CO;9.605.660;7.553,0;1.271,8;59.589;2.110;22;620,4;0,04%;2022
7334410;Petrópolis;RJ;Rio de Janeiro;SE;2.107.389;11.159,9;188,8;40.569;541;10;1.925,1;0,02%;2012
2295356;Chapecó;SC;Santa Catarina;S;11.624.990;7.053,1;1.648,2;171.101;8.300;281;1.471,8;0,16%;2010
7232368;Belo Horizonte;MG;Minas Gerais;SE;10.856.939;6.392,1;1.698,5;28.416;462;8;261,7;0,03%;2008
1470581;Maringá;PR;Paraná;S;4.026.645;4.269,0;943,2;13.954;194;5;346,5;0,04%;2017
4149818;Maringá;PR;Paraná;S;9.263.845;3.065,8;3.021,7;63.002;1.647;64;680,1;0,10%;2001
9116934;Manaus;AM;Amazonas;N;774.393;768,3;1.007,9;15.458;440;17;1.996,1;0,11%;2002
7679620;Maringá;PR;Paraná;S;8.400.233;2.963,5;2.834,6;102.404;5.482;214;1.219,1;0,21%;2024
6558596;Goiânia;GO;Goiás;CO;6.841.134;13.452,8;508,5;26.477;1.062;34;387,0;0,13%;2016
7410771;Ribeirão Preto;SP;São Paulo;SE;8.009.944;8.816,1;908,6;76.053;1.496;43;949,5;0,06%;2001
4885101;Rio de Janeiro;RJ;Rio de Janeiro;SE;3.625.959;12.121,8;299,1;18.463;1.036;11;509,2;0,06%;2020
9779300;Castanhal;PA;Pará;N;5.735.998;6.739,8;851,1;44.436;1.219;32;774,7;0,07%;2004
7503423;Fortaleza;CE;Ceará;NE;4.019.610;3.171,9;1.267,3;79.544;1.153;11;1.978,9;0,01%;2019
2634202;Sinop;MT;Mato Grosso;CO;258.681;2.182,2;118,5;4.482;278;9;1.732,6;0,20%;2009
9370358;Porto Alegre;RS;Rio Grande do Sul;S;1.586.970;6.849,4;231,7;30.607;848;6;1.928,6;0,02%;2005
6928539;Itacoatiara;AM;Amazonas;N;1.505.018;1.113,5;1.351,6;25.294;952;37;1.680,6;0,15%;2022
3356313;Camaçari;BA;Bahia;NE;2.087.808;14.576,6;143,2;2.594;82;1;124,2;0,04%;2015
3163996;Sobral;CE;Ceará;NE;7.403.861;5.532,6;1.338,2;82.220;2.665;76;1.110,5;0,09%;2019
5409512;Marabá;PA;Pará;N;11.459.382;688,0;16.656,1;14.957;814;11;130,5;0,07%;2020
1133260;Chapecó;SC;Santa Catarina;S;2.601.123;12.803,2;203,2;24.629;480;9;946,9;0,04%;2009
7513301;Niterói;RJ;Rio de Janeiro;SE;7.763.747;10.053,8;772,2;122.127;4.654;110;1.573,0;0,09%;2011
2830713;São José;SC;Santa Catarina;S;1.447.863;2.745,1;527,4;13.007;729;8;898,4;0,06%;2003
6323156;Recife;PE;Pernambuco;NE;5.752.913;14.946,8;384,9;27.870;1.453;31;484,5;0,11%;2015
1642271;Camaçari;BA;Bahia;NE;9.152.945;2.378,3;3.848,5;38.145;1.846;29;416,8;0,08%;2015
7380120;Ribeirão Preto;SP;São Paulo;SE;1.054.902;14.050,1;75,1;14.093;968;12;1.336,0;0,09%;2011
8095426;Vitória;ES;Espírito Santo;SE;4.535.300;3.818,5;1.187,7;10.956;202;2;241,6;0,02%;2005
8573586;Nova Iguaçu;RJ;Rio de Janeiro;SE;7.049.764;7.895,4;892,9;68.012;1.431;9;964,7;0,01%;2021
6738129;Canoas;RS;Rio Grande do Sul;S;4.989.239;2.509,8;1.987,9;54.932;2.136;50;1.101,0;0,09%;2011
8328019;Londrina;PR;Paraná;S;5.958.750;13.693,3;435,2;51.005;3.028;74;856,0;0,15%;2018
4331283;Santa Maria;RS;Rio Grande do Sul;S;1.313.413;10.854,7;121,0;20.201;377;10;1.538,1;0,05%;2018
1238014;Blumenau;SC;Santa Catarina;S;2.533.076;13.452,7;188,3;32.731;2.024;18;1.292,1;0,05%;2004
5409097;Sinop;MT;Mato Grosso;CO;8.743.757;10.848,2;806,0;32.956;1.583;43;376,9;0,13%;2014
1612133;Manaus;AM;Amazonas;N;3.675.881;11.198,3;328,3;55.073;2.852;91;1.498,2;0,17%;2006
4626181;Manacapuru;AM;Amazonas;N;5.847.906;3.186,0;1.835,5;89.080;3.973;21;1.523,3;0,02%;2006
1271644;Blumenau;SC;Santa Catarina;S;5.073.787;13.455,0;377,1;16.350;849;23;322,2;0,14%;2016
7885148;Timon;MA;Maranhão;NE;5.909.033;5.315,6;1.111,6;55.816;2.310;73;944,6;0,13%;2017
8697782;Niterói;RJ;Rio de Janeiro;SE;7.195.084;5.628,2;1.278,4;42.639;1.814;33;592,6;0,08%;2017
5752118;São José;SC;Santa Catarina;S;11.787.159;9.324,6;1.264,1;22.969;1.340;11;194,9;0,05%;2003
7900127;Cuiabá;MT;Mato Grosso;CO;1.747.382;7.471,3;233,9;6.534;313;7;373,9;0,11%;2024
5863789;Curitiba;PR;Paraná;S;7.065.182;3.217,5;2.195,9;119.178;5.136;46;1.686,8;0,04%;2024
3087766;São José;SC;Santa Catarina;S;5.890.321;14.515,9;405,8;54.124;3.489;96;918,9;0,18%;2014
1127592;Ponta Grossa;PR;Paraná;S;6.293.479;11.743,8;535,9;37.172;968;27;590,6;0,07%;2016
5052611;Camaçari;BA;Bahia;NE;77.752;13.507,8;5,8;66;0;0;84,9;0,00%;2013
6326278;Paulista;PE;Pernambuco;NE;5.629.876;2.597,6;2.167,3;56.363;1.381;53;1.001,1;0,09%;2018
7598776;Cachoeiro;ES;Espírito Santo;SE;873.385;12.029,9;72,6;14.060;249;6;1.609,8;0,04%;2018
7763214;Aparecida de Goiânia;GO;Goiás;CO;5.345.250;7.783,3;686,8;30.273;483;15;566,4;0,05%;2013
7576872;Belém;PA;Pará;N;10.532.655;13.754,1;765,8;41.694;2.790;33;395,9;0,08%;2017
8338707;Rio de Janeiro;RJ;Rio de Janeiro;SE;201.577;9.452,0;21,3;626;7;0;310,6;0,00%;2018
7415688;Porto Alegre;RS;Rio Grande do Sul;S;432.293;11.148,0;38,8;7.433;357;11;1.719,4;0,15%;2004
4720435;Uberlândia;MG;Minas Gerais;SE;4.989.533;2.947,7;1.692,7;95.199;5.407;175;1.908,0;0,18%;2007
1868201;Maringá;PR;Paraná;S;4.621.144;1.290,3;3.581,4;82.239;936;36;1.779,6;0,04%;2004
2861122;Florianópolis;SC;Santa Catarina;S;7.710.884;13.911,6;554,3;28.069;519;7;364,0;0,02%;2003
2298244;Belo Horizonte;MG;Minas Gerais;SE;8.300.055;12.677,1;654,7;102.445;1.643;53;1.234,3;0,05%;2006
9162405;Fortaleza;CE;Ceará;NE;10.505.214;1.190,9;8.821,2;110.076;3.579;57;1.047,8;0,05%;2021
3702870;Canoas;RS;Rio Grande do Sul;S;3.024.651;4.516,4;669,7;43.231;1.903;49;1.429,3;0,11%;2005
6751404;São Paulo;SP;São Paulo;SE;5.826.065;7.284,5;799,8;78.642;3.365;35;1.349,8;0,04%;2019
3040002;Anápolis;GO;Goiás;CO;3.243.406;9.111,4;356,0;1.509;61;1;46,5;0,07%;2017
2925830;Serra;ES;Espírito Santo;SE;3.647.947;491,0;7.429,6;28.804;432;12;789,6;0,04%;2004
5591361;Contagem;MG;Minas Gerais;SE;8.087.485;3.028,6;2.670,4;91.371;4.795;133;1.129,8;0,15%;2002
8315906;Timon;MA;Maranhão;NE;8.608.949;14.197,9;606,4;65.560;1.335;38;761,5;0,06%;2006
7590525;Pelotas;RS;Rio Grande do Sul;S;1.734.284;8.775,5;197,6;20.420;407;4;1.177,4;0,02%;2024
8272447;Rio Verde;GO;Goiás;CO;7.493.284;6.384,9;1.173,6;71.217;4.198;112;950,4;0,16%;2023
8202676;Manacapuru;AM;Amazonas;N;3.358.758;8.528,8;393,8;8.423;311;11;250,8;0,13%;2011
7875441;Santarém;PA;Pará;N;4.931.669;9.078,0;543,3;69.533;2.164;13;1.409,9;0,02%;2020
8203915;Contagem;MG;Minas Gerais;SE;3.127.134;5.398,3;579,3;14.102;696;12;451,0;0,09%;2002
3051914;Maringá;PR;Paraná;S;169.614;4.812,9;35,2;2.936;87;1;1.731,0;0,03%;2000
4903198;Maringá;PR;Paraná;S;9.430.765;1.040,2;9.066,3;157.758;3.585;45;1.672,8;0,03%;2009
2255341;Santarém;PA;Pará;N;9.637.256;13.395,3;719,5;178.816;9.901;159;1.855,5;0,09%;2013
4307179;Caruaru;PE;Pernambuco;NE;841.152;12.050,7;69,8;1.533;106;2;182,3;0,13%;2015
3871248;Duque de Caxias;RJ;Rio de Janeiro;SE;10.098.332;4.936,8;2.045,5;61.976;2.763;41;613,7;0,07%;2012
1077963;Tangará da Serra;MT;Mato Grosso;CO;7.755.246;4.301,3;1.803,0;9.701;618;22;125,1;0,23%;2012
1273003;Guarulhos;SP;São Paulo;SE;1.173.246;7.074,9;165,8;9.863;261;8;840,7;0,08%;2013
6254198;Fortaleza;CE;Ceará;NE;8.292.901;9.204,2;901,0;78.235;4.051;84;943,4;0,11%;2012
7273103;Florianópolis;SC;Santa Catarina;S;10.375.933;1.586,0;6.542,2;12.539;746;7;120,8;0,06%;2007
4797376;Petrolina;PE;Pernambuco;NE;2.863.338;1.365,8;2.096,5;53.233;1.710;62;1.859,1;0,12%;2023
1880652;Bauru;SP;São Paulo;SE;4.364.836;13.255,6;329,3;14.523;187;2;332,7;0,01%;2001
7367900;Vitória da Conquista;BA;Bahia;NE;4.536.372;10.495,0;432,2;76.474;2.878;27;1.685,8;0,04%;2004
7933921;Joinville;SC;Santa Catarina;S;10.693.470;6.729,4;1.589,1;136.777;5.697;143;1.279,1;0,10%;2003
5706707;Sinop;MT;Mato Grosso;CO;5.408.776;11.601,0;466,2;29.600;459;14;547,3;0,05%;2015
6922519;Goiânia;GO;Goiás;CO;9.378.330;12.541,4;747,8;172.878;8.441;295;1.843,4;0,17%;2007
2260713;Goiânia;GO;Goiás;CO;8.306.107;951,0;8.734,1;56.658;2.158;39;682,1;0,07%;2000
6711805;São Luís;MA;Maranhão;NE;3.508.758;12.219,2;287,2;69.159;2.824;45;1.971,0;0,07%;2024
3583673;Camaçari;BA;Bahia;NE;8.472.296;1.629,6;5.199,0;57.353;3.728;68;676,9;0,12%;2004
9614497;Codó;MA;Maranhão;NE;3.414.122;11.711,3;291,5;8.996;239;2;263,5;0,02%;2006
2712355;Itabuna;BA;Bahia;NE;2.479.111;6.941,3;357,2;48.826;811;4;1.969,5;0,01%;2003
5475434;Imperatriz;MA;Maranhão;NE;487.597;7.169,8;68,0;7.416;230;2;1.520,9;0,03%;2016
6946295;Belém;PA;Pará;N;7.246.926;3.220,4;2.250,3;131.646;4.719;78;1.816,6;0,06%;2012
7203890;Caxias;MA;Maranhão;NE;1.649.024;784,6;2.101,7;27.694;599;6;1.679,4;0,02%;2012
5629265;Montes Claros;MG;Minas Gerais;SE;8.892.588;9.131,3;973,9;113.656;1.881;12;1.278,1;0,01%;2016
4683937;Vitória;ES;Espírito Santo;SE;1.940.532;844,4;2.298,1;37.698;979;7;1.942,7;0,02%;2001
4799452;Nova Iguaçu;RJ;Rio de Janeiro;SE;10.413.577;10.507,7;991,0;102.736;3.449;43;986,6;0,04%;2012
9307601;Blumenau;SC;Santa Catarina;S;3.459.163;2.606,9;1.326,9;45.564;2.196;65;1.317,2;0,14%;2006
2581127;Salvador;BA;Bahia;NE;3.113.107;7.573,4;411,1;40.771;1.573;24;1.309,7;0,06%;2022
3856028;Caxias do Sul;RS;Rio Grande do Sul;S;5.294.710;10.237,6;517,2;24.555;734;15;463,8;0,06%;2005
8962478;Bauru;SP;São Paulo;SE;7.187.349;5.044,1;1.424,9;69.162;4.348;47;962,3;0,07%;2005
6907989;Curitiba;PR;Paraná;S;7.957.550;8.768,2;907,5;64.883;2.488;16;815,4;0,02%;2015
5876441;Ribeirão Preto;SP;São Paulo;SE;3.838.031;7.902,8;485,7;19.212;1.085;9;500,6;0,05%;2005
8593642;Maringá;PR;Paraná;S;8.239.939;11.035,5;746,7;67.460;3.359;46;818,7;0,07%;2017
6916088;São Luís;MA;Maranhão;NE;5.060.190;10.666,8;474,4;87.023;5.344;195;1.719,8;0,22%;2016
2891816;Manacapuru;AM;Amazonas;N;4.536.798;10.302,5;440,4;83.859;942;36;1.848,4;0,04%;2023
3376209;Joinville;SC;Santa Catarina;S;6.000.727;7.492,6;800,9;75.705;4.122;161;1.261,6;0,21%;2007
2497768;Caruaru;PE;Pernambuco;NE;3.260.130;13.813,7;236,0;41.860;689;10;1.284,0;0,02%;2012
8537488;Tangará da Serra;MT;Mato Grosso;CO;8.848.030;2.665,5;3.319,5;91.447;5.786;108;1.033,5;0,12%;2021
6189583;Juazeiro do Norte;CE;Ceará;NE;3.205.278;664,4;4.824,3;45.995;1.407;37;1.435,0;0,08%;2016
6821657;Maracanaú;CE;Ceará;NE;4.846.692;1.697,3;2.855,5;65.395;4.292;43;1.349,3;0,07%;2000
9777607;Várzea Grande;MT;Mato Grosso;CO;4.869.731;9.375,7;519,4;21.313;601;9;437,7;0,04%;2021
1261597;Maringá;PR;Paraná;S;7.622.476;662,2;11.510,8;32.357;426;6;424,5;0,02%;2009
1010766;Juazeiro do Norte;CE;Ceará;NE;845.217;3.808,9;221,9;9.282;530;11;1.098,2;0,12%;2011
3601089;Cascavel;PR;Paraná;S;1.450.898;10.712,3;135,4;24.020;523;13;1.655,5;0,05%;2004
4671824;Nova Iguaçu;RJ;Rio de Janeiro;SE;547.164;7.124,0;76,8;4.075;239;6;744,7;0,15%;2011
2646494;Maracanaú;CE;Ceará;NE;4.391.230;13.806,9;318,0;40.728;830;16;927,5;0,04%;2019
3334991;Pelotas;RS;Rio Grande do Sul;S;11.472.227;11.526,5;995,3;35.570;1.244;14;310,1;0,04%;2008
5988439;Salvador;BA;Bahia;NE;9.515.062;13.910,4;684,0;143.086;3.005;97;1.503,8;0,07%;2014
2611322;São José;SC;Santa Catarina;S;2.333.487;7.922,2;294,6;20.529;825;23;879,8;0,11%;2022
6942386;Petrolina;PE;Pernambuco;NE;7.183.098;7.025,0;1.022,5;120.922;1.409;34;1.683,4;0,03%;2013
2483592;Ponta Grossa;PR;Paraná;S;2.366.634;9.247,4;255,9;15.902;712;12;671,9;0,08%;2009
5921482;Coari;AM;Amazonas;N;906.185;11.342,3;79,9;4.126;141;0;455,3;0,00%;2012
8721222;Cascavel;PR;Paraná;S;919.778;1.315,7;699,1;3.507;105;0;381,3;0,00%;2008
9077690;Itabuna;BA;Bahia;NE;11.594.226;5.003,0;2.317,5;31.835;1.732;49;274,6;0,15%;2001
